Initializing module baselineTestQoS.hostSSH[14].ipv4.igmp, stage 12
** Event #455  t=0.016717825228  0% completed  (0% total)   baselineTestQoS.hostVID[36].tcp (Tcp, id=2554)
** Event #456  t=0.016717825228  0% completed  (0% total)   baselineTestQoS.hostVID[36].app[0] (TCPVideoStreamCliAppV2, id=2556)
** Event #457  t=0.016717825228  0% completed  (0% total)   baselineTestQoS.hostVID[36].ipv4.ip (Ipv4, id=2574)
** Event #458  t=0.016717825228  0% completed  (0% total)   baselineTestQoS.hostVID[36].ppp[0].ppp (Ppp, id=2561)
** Event #459  t=0.016718201228  0% completed  (0% total)   baselineTestQoS.hostVID[36].ppp[0].ppp (Ppp, id=2561)
** Event #460  t=0.016718301228  0% completed  (0% total)   baselineTestQoS.router0.ppp[37].ppp (Ppp, id=17943)
** Event #461  t=0.016718301228  0% completed  (0% total)   baselineTestQoS.router0.ipv4.ip (Ipv4, id=20260)
** Event #462  t=0.016718301228  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp (Ppp, id=17296)
[WARN]	Curr num packets to dequeue: 0; All packets: 1; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.016818301228
[FATAL]	Enqueue packet to 36
[WARN]	activateClassPrios called for class leafhostVID36
[WARN]	Class: leafhostVID36
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.014133578028
[WARN]	   - level: 0
[WARN]	   - number of children: 0
[WARN]	   - parent class name: innerconnVID
[WARN]	   - current tokens: -3023500
[WARN]	   - current ctokens: -2774932
[WARN]	   - current class mode: 2
[WARN]	   - active priorities: 1;0;0;0;0;0;0;0;
[WARN]	   - leaf priority: 0
[WARN]	   - current queue level: 0
[WARN]	   - queue num: 36
[WARN]	Expected class leafhostVID36 change at simtime 0.016718302228
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 5 elements
[WARN]	Class: leafhostVID36
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.014133578028
[WARN]	   - level: 0
[WARN]	   - number of children: 0
[WARN]	   - parent class name: innerconnVID
[WARN]	   - current tokens: -3023500
[WARN]	   - current ctokens: -2774932
[WARN]	   - current class mode: 2
[WARN]	   - active priorities: 1;0;0;0;0;0;0;0;
[WARN]	   - leaf priority: 0
[WARN]	   - current queue level: 0
[WARN]	   - queue num: 36
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 5 elements
[WARN]	Curr num packets to dequeue: 0; All packets: 2; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.016818301228
** Event #463  t=0.016818301228  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp.queue.scheduler (HTBScheduler, id=17724)
[WARN]	Class mode should change from red now!
[WARN]	Curr num packets to dequeue: 0; All packets: 2; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.016918301228
** Event #464  t=0.016918301228  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp.queue.scheduler (HTBScheduler, id=17724)
[WARN]	Class mode should change from red now!
[WARN]	The following class can send...
[WARN]	Class: leafhostVID36
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.014133578028
[WARN]	   - level: 0
[WARN]	   - number of children: 0
[WARN]	   - parent class name: innerconnVID
[WARN]	   - current tokens: -3023500
[WARN]	   - current ctokens: -2774932
[WARN]	   - current class mode: 2
[WARN]	   - active priorities: 1;0;0;0;0;0;0;0;
[WARN]	   - leaf priority: 0
[WARN]	   - current queue level: 1
[WARN]	   - queue num: 36
[WARN]	Curr num packets to dequeue: 1; All packets: 2; Possible to dequeue: 36;
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 5 elements
[WARN]	Deactivate then activate!
[WARN]	Activate priorities for class: leafhostVID36 in new mode 1
[WARN]	activateClassPrios called for class leafhostVID36
[WARN]	Class: innerconnVID
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.014699902678
[WARN]	   - level: 1
[WARN]	   - number of children: 80
[WARN]	   - parent class name: root
[WARN]	   - current tokens: 25406
[WARN]	   - current ctokens: 28914
[WARN]	   - current class mode: 0
[WARN]	   - active priorities: 1;0;0;0;0;0;0;0;
[WARN]	doEvents: Considering class leafhostVID36 in new mode 1
[WARN]	Expected class leafhostVID36 change at simtime 0.017157078228
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 4 elements
[WARN]	doEvents: Considering class leafhostVID36 event lies in the future...
[WARN]	doEvents: Next event scheduled at 0.017157078228 but current time is 0.016918301228
[WARN]	doEvents: Wait queue for level 0: leafhostVID36(0.017157078228); leafhostVID44(0.017474834678); leafhostSSH62(0.047406488028); leafhostSSH62(0.047406488028); 
[WARN]	Dequeue - testing: level = 0; priority = 0
[WARN]	Dequeue - testing: level = 0; priority = 1
[WARN]	Dequeue - testing: level = 0; priority = 2
[WARN]	Dequeue - testing: level = 0; priority = 3
[WARN]	Dequeue - testing: level = 0; priority = 4
[WARN]	Dequeue - testing: level = 0; priority = 5
[WARN]	Dequeue - testing: level = 0; priority = 6
[WARN]	Dequeue - testing: level = 0; priority = 7
[WARN]	Self feeds for Level:  1
[WARN]	   - Self feed for priority 0: innerconnVID ; Next to dequeue: innerconnVID
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 1 contains 0 elements
[WARN]	Dequeue - testing: level = 1; priority = 0
[WARN]	Dequeue - Found class to dequeue on level 1 and priority 0
[WARN]	Checking class leafhostVID36
[WARN]	Could pop packet on class leafhostVID36!
[WARN]	Deactivate class called from htbDequeue!
[WARN]	deactivateClassPrios called for class leafhostVID36
[WARN]	Working on class innerconnVID now with mode 0
[WARN]	Class innerconnVID is with with mode 0 and is active on some priority!
[WARN]	Class is active on priority 0
[WARN]	Class was considered next to dequeue on level  1 and priority 0
[WARN]	Size 1 = 1
[WARN]	There was one or fewer classe in the self feed for level 1 and priority 0
[WARN]	Set next to dequeue to NULL
[WARN]	Erase class innerconnVID with with mode 0 from self feed on level 1 and priority 0
[WARN]	Diff is: 2784723; Packet Bytes: 47Used toks:587500Used ctoks:534091
[WARN]	Mode changed from 1 to 2
[WARN]	Deleted leafhostVID36 from wait queue on level 0
[WARN]	Expected class leafhostVID36 change at simtime 0.017442600228
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 4 elements
[WARN]	Added leafhostVID36 to wait queue on level 0
[WARN]	Diff is: 2218398; Packet Bytes: 47Used toks:7343.75Used ctoks:6676.14
[WARN]	Diff is: 2218398; Packet Bytes: 47Used toks:1880Used ctoks:1880
[WARN]	Class: leafhostVID36
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.016918301228
[WARN]	   - level: 0
[WARN]	   - number of children: 0
[WARN]	   - parent class name: innerconnVID
[WARN]	   - current tokens: -238777
[WARN]	   - current ctokens: -524299
[WARN]	   - current class mode: 2
[WARN]	   - active priorities: 0;0;0;0;0;0;0;0;
[WARN]	   - leaf priority: 0
[WARN]	   - current queue level: 1
[WARN]	   - queue num: 36
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 4 elements
[WARN]	Inner feeds for Inner Class:  innerconnVID
[WARN]	   - Inner feed for priority 0:  Next to dequeue: None
[WARN]	   - Inner feed for priority 1:  Next to dequeue: None
[WARN]	   - Inner feed for priority 2:  Next to dequeue: None
[WARN]	   - Inner feed for priority 3:  Next to dequeue: None
[WARN]	   - Inner feed for priority 4:  Next to dequeue: None
[WARN]	   - Inner feed for priority 5:  Next to dequeue: None
[WARN]	   - Inner feed for priority 6:  Next to dequeue: None
[WARN]	   - Inner feed for priority 7:  Next to dequeue: None
[WARN]	Dequeue - The class to dequeue (level = 1; priority = 0) yielded a valid queue number 36 for dequeuing!
[WARN]	Dequeue - Queue index to dequeue returned: 36
** Event #465  t=0.016920181228  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp (Ppp, id=17296)
[WARN]	Curr num packets to dequeue: 0; All packets: 1; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.017020181228
** Event #466  t=0.017020181228  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp.queue.scheduler (HTBScheduler, id=17724)
[WARN]	Class mode should change from red now!
[WARN]	Curr num packets to dequeue: 0; All packets: 1; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.017120181228
** Event #467  t=0.017120181228  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp.queue.scheduler (HTBScheduler, id=17724)
[WARN]	Class mode should change from red now!
[WARN]	Curr num packets to dequeue: 0; All packets: 1; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.017220181228
** Event #468  t=0.017220181228  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp.queue.scheduler (HTBScheduler, id=17724)
[WARN]	Class mode should change from red now!
[WARN]	Curr num packets to dequeue: 0; All packets: 1; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.017320181228
** Event #469  t=0.017272057878  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp (Ppp, id=17296)
** Event #470  t=0.017272057878  0% completed  (0% total)   baselineTestQoS.router0.ipv4.ip (Ipv4, id=20260)
** Event #471  t=0.017272057878  0% completed  (0% total)   baselineTestQoS.router0.ppp[45].ppp (Ppp, id=17991)
** Event #472  t=0.017284049878  0% completed  (0% total)   baselineTestQoS.router0.ppp[45].ppp (Ppp, id=17991)
** Event #473  t=0.017284149878  0% completed  (0% total)   baselineTestQoS.hostVID[44].ppp[0].ppp (Ppp, id=2841)
** Event #474  t=0.017284149878  0% completed  (0% total)   baselineTestQoS.hostVID[44].ipv4.ip (Ipv4, id=2854)
** Event #475  t=0.017284149878  0% completed  (0% total)   baselineTestQoS.hostVID[44].tcp (Tcp, id=2834)
** Event #476  t=0.017284149878  0% completed  (0% total)   baselineTestQoS.hostVID[44].app[0] (TCPVideoStreamCliAppV2, id=2836)
** Event #477  t=0.017284149878  0% completed  (0% total)   baselineTestQoS.hostVID[44].ipv4.ip (Ipv4, id=2854)
** Event #478  t=0.017284149878  0% completed  (0% total)   baselineTestQoS.hostVID[44].ppp[0].ppp (Ppp, id=2841)
** Event #479  t=0.017284525878  0% completed  (0% total)   baselineTestQoS.hostVID[44].ppp[0].ppp (Ppp, id=2841)
** Event #480  t=0.017284625878  0% completed  (0% total)   baselineTestQoS.router0.ppp[45].ppp (Ppp, id=17991)
** Event #481  t=0.017284625878  0% completed  (0% total)   baselineTestQoS.router0.ipv4.ip (Ipv4, id=20260)
** Event #482  t=0.017284625878  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp (Ppp, id=17296)
[WARN]	Curr num packets to dequeue: 0; All packets: 1; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.017384625878
[FATAL]	Enqueue packet to 44
[WARN]	activateClassPrios called for class leafhostVID44
[WARN]	Class: leafhostVID44
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.014699902678
[WARN]	   - level: 0
[WARN]	   - number of children: 0
[WARN]	   - parent class name: innerconnVID
[WARN]	   - current tokens: -21524
[WARN]	   - current ctokens: -2774932
[WARN]	   - current class mode: 2
[WARN]	   - active priorities: 1;0;0;0;0;0;0;0;
[WARN]	   - leaf priority: 0
[WARN]	   - current queue level: 0
[WARN]	   - queue num: 44
[WARN]	Expected class leafhostVID44 change at simtime 0.017284626878
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 5 elements
[WARN]	Class: leafhostVID44
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.014699902678
[WARN]	   - level: 0
[WARN]	   - number of children: 0
[WARN]	   - parent class name: innerconnVID
[WARN]	   - current tokens: -21524
[WARN]	   - current ctokens: -2774932
[WARN]	   - current class mode: 2
[WARN]	   - active priorities: 1;0;0;0;0;0;0;0;
[WARN]	   - leaf priority: 0
[WARN]	   - current queue level: 0
[WARN]	   - queue num: 44
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 5 elements
[WARN]	Curr num packets to dequeue: 0; All packets: 2; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.017384625878
** Event #483  t=0.017384625878  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp.queue.scheduler (HTBScheduler, id=17724)
[WARN]	Class mode should change from red now!
[WARN]	Curr num packets to dequeue: 0; All packets: 2; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.017484625878
** Event #484  t=0.017484625878  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp.queue.scheduler (HTBScheduler, id=17724)
[WARN]	Class mode should change from red now!
[WARN]	The following class can send...
[WARN]	Class: leafhostVID44
[WARN]	   - burst size: 64000
